clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
reconciliation test,Reconciliation Test,Reconciliation Test,1,4,ENG,4,ENG-047;ENG-053;ENG-067;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-047;ENG-053;ENG-067;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recoverability,Recoverability,Recoverability,1,5,ENG,2,ENG-023;ENG-076,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-023;ENG-076,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recoverability engineering,Recoverability Engineering,Recoverability Engineering,1,3,ENG,1,ENG-076,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-076,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recovery,Recovery,Recovery,1,6,ENG,6,ENG-015;ENG-027;ENG-037;ENG-039;ENG-064;ENG-100,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-015;ENG-027;ENG-037;ENG-039;ENG-064;ENG-100,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recovery idempotency,Recovery Idempotency,Recovery Idempotency,1,3,ENG,3,ENG-040;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-040;ENG-053;ENG-054,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recovery strategy,Recovery Strategy,Recovery Strategies; Recovery Strategy,2,3,ENG,3,ENG-053;ENG-054;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-053;ENG-054;ENG-064,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,Recovery Strategies,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
recovery test,Recovery Test,Recovery Test,1,9,ENG,9,ENG-039;ENG-045;ENG-052;ENG-053;ENG-054;ENG-064;ENG-065;ENG-066;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-039;ENG-045;ENG-052;ENG-053;ENG-054;ENG-064;ENG-065;ENG-066;ENG-067,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
redundancy,Redundancy,Redundancy,1,2,ENG,1,ENG-073,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-073,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
refactoring,Refactoring,Refactoring,1,3,ENG,2,ENG-035;ENG-075,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-035;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
referential integrity,Referential Integrity,Referential Integrity,1,3,ENG,3,ENG-020;ENG-030;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-030;ENG-079,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registration,Registration,Registration,1,4,ENG,4,ENG-013;ENG-020;ENG-022;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-013;ENG-020;ENG-022;ENG-055,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registration phase,Registration Phase,Registration Phase,1,3,ENG,3,ENG-018;ENG-019;ENG-020,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-019;ENG-020,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registry,Registry,Registry,1,7,ENG,4,ENG-017;ENG-020;ENG-040;ENG-046,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,3,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-020;ENG-040;ENG-046,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registry entry,Registry Entry,Registry Entry,1,3,ENG,2,ENG-020;ENG-039,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020;ENG-039,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registry freeze,Registry Freeze,Registry Freeze,1,3,ENG,3,ENG-024;ENG-025;ENG-027,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-025;ENG-027,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registry graph,registry graph,Registry Graph; registry graph,2,3,ENG,1,ENG-020,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-020,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
registry integration,Registry Integration,Registry Integration,1,58,ENG,55,ENG-019;ENG-021;ENG-022;ENG-025;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-042;ENG-043;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-021;ENG-022;ENG-025;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-042;ENG-043;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
regression exampl,Regression Examples,Regression Examples,1,3,ENG,3,ENG-075;ENG-078;ENG-080,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-075;ENG-078;ENG-080,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
regression test,Regression Test,Regression Test,1,3,ENG,3,ENG-036;ENG-070;ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-036;ENG-070;ENG-083,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
rejected,Rejected,REJECTED; Rejected,2,3,ENG,2,ENG-017;ENG-084,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-017;ENG-084,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con cli,Relación con CLI,Relación con CLI,1,3,ENG,3,ENG-005;ENG-006;ENG-008,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-005;ENG-006;ENG-008,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-003,Relación con ENG-003,Relación con ENG-003,1,3,ENG,3,ENG-002;ENG-028;ENG-031,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-002;ENG-028;ENG-031,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-011,Relación con ENG-011,Relación con ENG-011,1,3,ENG,3,ENG-031;ENG-036;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-031;ENG-036;ENG-049,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-013,Relación con ENG-013,Relación con ENG-013,1,3,ENG,3,ENG-008;ENG-024;ENG-028,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-008;ENG-024;ENG-028,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-015,Relación con ENG-015,Relación con ENG-015,1,8,ENG,8,ENG-024;ENG-025;ENG-027;ENG-028;ENG-035;ENG-052;ENG-053;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-025;ENG-027;ENG-028;ENG-035;ENG-052;ENG-053;ENG-055,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-016,Relación con ENG-016,Relación con ENG-016,1,7,ENG,7,ENG-031;ENG-036;ENG-038;ENG-040;ENG-044;ENG-045;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-031;ENG-036;ENG-038;ENG-040;ENG-044;ENG-045;ENG-062,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-017,Relación con ENG-017,Relación con ENG-017,1,5,ENG,5,ENG-024;ENG-044;ENG-045;ENG-066;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-024;ENG-044;ENG-045;ENG-066;ENG-067,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-018,Relación con ENG-018,Relación con ENG-018,1,15,ENG,15,ENG-019;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-034;ENG-035;ENG-037;ENG-059;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-034;ENG-035;ENG-037;ENG-059;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-019,Relación con ENG-019,Relación con ENG-019,1,18,ENG,18,ENG-018;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-032;ENG-034;ENG-035;ENG-037;ENG-059;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-032;ENG-034;ENG-035;ENG-037;ENG-059;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-020,Relación con ENG-020,Relación con ENG-020,1,20,ENG,20,ENG-018;ENG-019;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-049;ENG-057;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-019;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-049;ENG-057;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-021,Relación con ENG-021,Relación con ENG-021,1,22,ENG,22,ENG-018;ENG-019;ENG-020;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-040;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-018;ENG-019;ENG-020;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-040;ENG-057;ENG-062,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-022,Relación con ENG-022,Relación con ENG-022,1,19,ENG,19,ENG-019;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-038;ENG-040;ENG-041;ENG-042,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-038;ENG-040;ENG-041;ENG-042,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-023,Relación con ENG-023,Relación con ENG-023,1,17,ENG,17,ENG-021;ENG-022;ENG-024;ENG-025;ENG-026;ENG-027;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-021;ENG-022;ENG-024;ENG-025;ENG-026;ENG-027;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-024,Relación con ENG-024,Relación con ENG-024,1,30,ENG,30,ENG-021;ENG-022;ENG-023;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-060;ENG-081;ENG-082;ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-021;ENG-022;ENG-023;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-060;ENG-081;ENG-082;ENG-083,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-025,Relación con ENG-025,Relación con ENG-025,1,23,ENG,23,ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-050;ENG-056;ENG-057;ENG-069;ENG-070;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-043;ENG-044;ENG-046;ENG-048;ENG-050;ENG-056;ENG-057;ENG-069;ENG-070;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-026,Relación con ENG-026,Relación con ENG-026,1,14,ENG,14,ENG-025;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-043;ENG-044,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-025;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-043;ENG-044,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-027,Relación con ENG-027,Relación con ENG-027,1,23,ENG,23,ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-049;ENG-055;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-037;ENG-038;ENG-039;ENG-040;ENG-042;ENG-049;ENG-055;ENG-056,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-028,Relación con ENG-028,Relación con ENG-028,1,16,ENG,16,ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-040;ENG-043;ENG-049;ENG-055;ENG-057;ENG-066;ENG-075,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-040;ENG-043;ENG-049;ENG-055;ENG-057;ENG-066;ENG-075,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-029,Relación con ENG-029,Relación con ENG-029,1,3,ENG,3,ENG-030;ENG-031;ENG-032,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-030;ENG-031;ENG-032,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-030,Relación con ENG-030,Relación con ENG-030,1,13,ENG,13,ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-077,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
relacion con eng-031,Relación con ENG-031,Relación con ENG-031,1,12,ENG,12,ENG-032;ENG-035;ENG-036;ENG-037;ENG-040;ENG-041;ENG-044;ENG-045;ENG-057;ENG-061;ENG-062;ENG-063,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO,ENG_SUBORDINADO,,ENG-032;ENG-035;ENG-036;ENG-037;ENG-040;ENG-041;ENG-044;ENG-045;ENG-057;ENG-061;ENG-062;ENG-063,Sólo existe evidencia ENG; se conserva como evidencia técnica subordinada.,NO,DIFERIDO_ENG_ONLY,,,"Sólo posee evidencia ENG subordinada. Se conserva para compatibilidad/evolución, pero no se canoniza automáticamente.",DIFERIDO_ENG_ONLY
