termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
Distributed Lock Without Fencing,Distributed Lock Without Fencing,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1439,ENCABEZADO,145. Distributed Lock Without Fencing,CANDIDATO_BRUTO_NO_CANONIZADO,distributed lock without fencing,2
Fencing Capability,Fencing Capability,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1445,ENCABEZADO,146. Fencing Capability,CANDIDATO_BRUTO_NO_CANONIZADO,fencing capability,1
Monotonic Token,Monotonic Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1451,ENCABEZADO,147. Monotonic Token,CANDIDATO_BRUTO_NO_CANONIZADO,monotonic token,1
Clock ≠ Fencing Token,Clock ≠ Fencing Token,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1457,ENCABEZADO,148. Clock ≠ Fencing Token,CANDIDATO_BRUTO_NO_CANONIZADO,clock ≠ fencing token,1
Clock,Clock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1463,ENCABEZADO,149. Clock,CANDIDATO_BRUTO_NO_CANONIZADO,clock,6
Wall Clock,Wall Clock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1475,ENCABEZADO,150. Wall Clock,CANDIDATO_BRUTO_NO_CANONIZADO,wall clock,2
Monotonic Clock,Monotonic Clock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1488,ENCABEZADO,151. Monotonic Clock,CANDIDATO_BRUTO_NO_CANONIZADO,monotonic clock,1
Distributed Clock,Distributed Clock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1500,ENCABEZADO,152. Distributed Clock,CANDIDATO_BRUTO_NO_CANONIZADO,distributed clock,1
Timestamp Ordering,Timestamp Ordering,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1506,ENCABEZADO,153. Timestamp Ordering,CANDIDATO_BRUTO_NO_CANONIZADO,timestamp ordering,1
Logical Clock,Logical Clock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1512,ENCABEZADO,154. Logical Clock,CANDIDATO_BRUTO_NO_CANONIZADO,logical clock,2
Sequence,Sequence,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1518,ENCABEZADO,155. Sequence,CANDIDATO_BRUTO_NO_CANONIZADO,sequence,1
Distributed Coordination,Distributed Coordination,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1524,ENCABEZADO,156. Distributed Coordination,CANDIDATO_BRUTO_NO_CANONIZADO,distributed coordination,1
Coordination Cost,Coordination Cost,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1530,ENCABEZADO,157. Coordination Cost,CANDIDATO_BRUTO_NO_CANONIZADO,coordination cost,2
Coordination Service,Coordination Service,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1544,ENCABEZADO,158. Coordination Service,CANDIDATO_BRUTO_NO_CANONIZADO,coordination service,1
Vendor Isolation,Vendor Isolation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1550,ENCABEZADO,159. Vendor Isolation,CANDIDATO_BRUTO_NO_CANONIZADO,vendor isolation,1
Consensus,Consensus,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1556,ENCABEZADO,160. Consensus,CANDIDATO_BRUTO_NO_CANONIZADO,consensus,2
Leader Election,Leader Election,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1562,ENCABEZADO,161. Leader Election,CANDIDATO_BRUTO_NO_CANONIZADO,leader election,2
Single Leader,Single Leader,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1568,ENCABEZADO,162. Single Leader,CANDIDATO_BRUTO_NO_CANONIZADO,single leader,1
Split Brain,Split Brain,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1574,ENCABEZADO,163. Split Brain,CANDIDATO_BRUTO_NO_CANONIZADO,split brain,3
Leader Fencing,Leader Fencing,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1580,ENCABEZADO,164. Leader Fencing,CANDIDATO_BRUTO_NO_CANONIZADO,leader fencing,1
Distributed Semaphore,Distributed Semaphore,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1586,ENCABEZADO,165. Distributed Semaphore,CANDIDATO_BRUTO_NO_CANONIZADO,distributed semaphore,1
Distributed Barrier,Distributed Barrier,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1592,ENCABEZADO,166. Distributed Barrier,CANDIDATO_BRUTO_NO_CANONIZADO,distributed barrier,1
Cache Concurrency,Cache Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1598,ENCABEZADO,167. Cache Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,cache concurrency,1
Cache Stampede,Cache Stampede,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1604,ENCABEZADO,168. Cache Stampede,CANDIDATO_BRUTO_NO_CANONIZADO,cache stampede,5
Cache Lock,Cache Lock,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1617,ENCABEZADO,169. Cache Lock,CANDIDATO_BRUTO_NO_CANONIZADO,cache lock,1
Cache Write Race,Cache Write Race,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1623,ENCABEZADO,170. Cache Write Race,CANDIDATO_BRUTO_NO_CANONIZADO,cache write race,1
Single-Flight,Single-Flight,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1629,ENCABEZADO,171. Single-Flight,CANDIDATO_BRUTO_NO_CANONIZADO,single-flight,2
Single-Flight Scope,Single-Flight Scope,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1635,ENCABEZADO,172. Single-Flight Scope,CANDIDATO_BRUTO_NO_CANONIZADO,single-flight scope,1
Single-Flight Failure,Single-Flight Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1647,ENCABEZADO,173. Single-Flight Failure,CANDIDATO_BRUTO_NO_CANONIZADO,single-flight failure,1
Single-Flight Cleanup,Single-Flight Cleanup,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1653,ENCABEZADO,174. Single-Flight Cleanup,CANDIDATO_BRUTO_NO_CANONIZADO,single-flight cleanup,1
Application Concurrency,Application Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1659,ENCABEZADO,175. Application Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,application concurrency,1
Command Concurrency,Command Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1665,ENCABEZADO,176. Command Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,command concurrency,1
Query Concurrency,Query Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1671,ENCABEZADO,177. Query Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,query concurrency,1
Domain Concurrency,Domain Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1677,ENCABEZADO,178. Domain Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,domain concurrency,1
Aggregate Boundary,Aggregate Boundary,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1683,ENCABEZADO,179. Aggregate Boundary,CANDIDATO_BRUTO_NO_CANONIZADO,aggregate boundary,2
Aggregate Version,Aggregate Version,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1689,ENCABEZADO,180. Aggregate Version,CANDIDATO_BRUTO_NO_CANONIZADO,aggregate version,1
Domain ≠ Lock Manager,Domain ≠ Lock Manager,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1695,ENCABEZADO,181. Domain ≠ Lock Manager,CANDIDATO_BRUTO_NO_CANONIZADO,domain ≠ lock manager,1
Domain Conflict,Domain Conflict,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1707,ENCABEZADO,182. Domain Conflict,CANDIDATO_BRUTO_NO_CANONIZADO,domain conflict,1
Registry Concurrency,Registry Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1713,ENCABEZADO,183. Registry Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,registry concurrency,1
Prefer Immutable Registry,Prefer Immutable Registry,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1725,ENCABEZADO,184. Prefer Immutable Registry,CANDIDATO_BRUTO_NO_CANONIZADO,prefer immutable registry,1
Container Concurrency,Container Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1731,ENCABEZADO,185. Container Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,container concurrency,1
Singleton Construction,Singleton Construction,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1743,ENCABEZADO,186. Singleton Construction,CANDIDATO_BRUTO_NO_CANONIZADO,singleton construction,1
Double-Checked Locking,Double-Checked Locking,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1749,ENCABEZADO,187. Double-Checked Locking,CANDIDATO_BRUTO_NO_CANONIZADO,double-checked locking,1
Lazy Initialization,Lazy Initialization,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1755,ENCABEZADO,188. Lazy Initialization,CANDIDATO_BRUTO_NO_CANONIZADO,lazy initialization,2
Runtime Concurrency,Runtime Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1761,ENCABEZADO,189. Runtime Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,runtime concurrency,1
Shutdown Concurrency,Shutdown Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1767,ENCABEZADO,190. Shutdown Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,shutdown concurrency,1
Drain,Drain,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1773,ENCABEZADO,191. Drain,CANDIDATO_BRUTO_NO_CANONIZADO,drain,5
Forced Shutdown,Forced Shutdown,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1779,ENCABEZADO,192. Forced Shutdown,CANDIDATO_BRUTO_NO_CANONIZADO,forced shutdown,6
Cancellation,Cancellation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1785,ENCABEZADO,193. Cancellation,CANDIDATO_BRUTO_NO_CANONIZADO,cancellation,12
Cancellation ≠ Rollback,Cancellation ≠ Rollback,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1791,ENCABEZADO,194. Cancellation ≠ Rollback,CANDIDATO_BRUTO_NO_CANONIZADO,cancellation ≠ rollback,2
Structured Concurrency,Structured Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1797,ENCABEZADO,195. Structured Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,structured concurrency,1
Detached Task,Detached Task,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1803,ENCABEZADO,196. Detached Task,CANDIDATO_BRUTO_NO_CANONIZADO,detached task,1
Task Ownership,Task Ownership,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1809,ENCABEZADO,197. Task Ownership,CANDIDATO_BRUTO_NO_CANONIZADO,task ownership,1
Background Task,Background Task,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1822,ENCABEZADO,198. Background Task,CANDIDATO_BRUTO_NO_CANONIZADO,background task,1
Orphan Task,Orphan Task,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1828,ENCABEZADO,199. Orphan Task,CANDIDATO_BRUTO_NO_CANONIZADO,orphan task,1
Bounded Concurrency,Bounded Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1834,ENCABEZADO,200. Bounded Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,bounded concurrency,1
Unbounded Fan-Out,Unbounded Fan-Out,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1840,ENCABEZADO,201. Unbounded Fan-Out,CANDIDATO_BRUTO_NO_CANONIZADO,unbounded fan-out,2
Worker Pool,Worker Pool,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1853,ENCABEZADO,202. Worker Pool,CANDIDATO_BRUTO_NO_CANONIZADO,worker pool,3
Pool Size,Pool Size,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1859,ENCABEZADO,203. Pool Size,CANDIDATO_BRUTO_NO_CANONIZADO,pool size,1
Backpressure,Backpressure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1865,ENCABEZADO,204. Backpressure,CANDIDATO_BRUTO_NO_CANONIZADO,backpressure,15
Queue Bound,Queue Bound,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1871,ENCABEZADO,205. Queue Bound,CANDIDATO_BRUTO_NO_CANONIZADO,queue bound,1
Memory Exhaustion,Memory Exhaustion,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1877,ENCABEZADO,206. Memory Exhaustion,CANDIDATO_BRUTO_NO_CANONIZADO,memory exhaustion,2
Concurrency Budget,Concurrency Budget,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1883,ENCABEZADO,207. Concurrency Budget,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency budget,1
External Dependency Concurrency,External Dependency Concurrency,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1889,ENCABEZADO,208. External Dependency Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,external dependency concurrency,1
Connection Pool,Connection Pool,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1895,ENCABEZADO,209. Connection Pool,CANDIDATO_BRUTO_NO_CANONIZADO,connection pool,6
Pool Saturation,Pool Saturation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1901,ENCABEZADO,210. Pool Saturation,CANDIDATO_BRUTO_NO_CANONIZADO,pool saturation,1
Thread Safety,Thread Safety,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1907,ENCABEZADO,211. Thread Safety,CANDIDATO_BRUTO_NO_CANONIZADO,thread safety,3
Thread Safety Documentation,Thread Safety Documentation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1923,ENCABEZADO,212. Thread Safety Documentation,CANDIDATO_BRUTO_NO_CANONIZADO,thread safety documentation,1
Async Safety,Async Safety,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1929,ENCABEZADO,213. Async Safety,CANDIDATO_BRUTO_NO_CANONIZADO,async safety,1
Thread-Local,Thread-Local,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1942,ENCABEZADO,214. Thread-Local,CANDIDATO_BRUTO_NO_CANONIZADO,thread-local,1
Context Propagation,Context Propagation,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1948,ENCABEZADO,215. Context Propagation,CANDIDATO_BRUTO_NO_CANONIZADO,context propagation,5
Security Context,Security Context,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1954,ENCABEZADO,216. Security Context,CANDIDATO_BRUTO_NO_CANONIZADO,security context,5
Tenant Context,Tenant Context,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1960,ENCABEZADO,217. Tenant Context,CANDIDATO_BRUTO_NO_CANONIZADO,tenant context,6
Request Context,Request Context,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1966,ENCABEZADO,218. Request Context,CANDIDATO_BRUTO_NO_CANONIZADO,request context,2
Shared Singleton State,Shared Singleton State,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1972,ENCABEZADO,219. Shared Singleton State,CANDIDATO_BRUTO_NO_CANONIZADO,shared singleton state,1
Concurrency Error Namespace,Concurrency Error Namespace,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1978,ENCABEZADO,220. Concurrency Error Namespace,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency error namespace,1
Taxonomía ENG-038,Taxonomía ENG-038,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,1988,ENCABEZADO,221. Taxonomía ENG-038,CANDIDATO_BRUTO_NO_CANONIZADO,taxonomía eng-038,1
Version Conflict,Version Conflict,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2015,ENCABEZADO,222. Version Conflict,CANDIDATO_BRUTO_NO_CANONIZADO,version conflict,1
Lock Timeout,Lock Timeout,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2034,ENCABEZADO,223. Lock Timeout,CANDIDATO_BRUTO_NO_CANONIZADO,lock timeout,8
Lease Expired,Lease Expired,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2047,ENCABEZADO,224. Lease Expired,CANDIDATO_BRUTO_NO_CANONIZADO,lease expired,2
Fencing Rejection,Fencing Rejection,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2060,ENCABEZADO,225. Fencing Rejection,CANDIDATO_BRUTO_NO_CANONIZADO,fencing rejection,1
Error Handling,Error Handling,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2076,ENCABEZADO,226. Error Handling,CANDIDATO_BRUTO_NO_CANONIZADO,error handling,17
Expected Conflict,Expected Conflict,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2082,ENCABEZADO,227. Expected Conflict,CANDIDATO_BRUTO_NO_CANONIZADO,expected conflict,1
Deadlock Failure,Deadlock Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2088,ENCABEZADO,228. Deadlock Failure,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock failure,1
Lock Timeout Failure,Lock Timeout Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2094,ENCABEZADO,229. Lock Timeout Failure,CANDIDATO_BRUTO_NO_CANONIZADO,lock timeout failure,1
Cancellation Failure,Cancellation Failure,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2100,ENCABEZADO,230. Cancellation Failure,CANDIDATO_BRUTO_NO_CANONIZADO,cancellation failure,1
Retry,Retry,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2106,ENCABEZADO,231. Retry,CANDIDATO_BRUTO_NO_CANONIZADO,retry,19
Immediate Retry,Immediate Retry,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2120,ENCABEZADO,232. Immediate Retry,CANDIDATO_BRUTO_NO_CANONIZADO,immediate retry,3
Backoff,Backoff,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2126,ENCABEZADO,233. Backoff,CANDIDATO_BRUTO_NO_CANONIZADO,backoff,6
Jitter,Jitter,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2132,ENCABEZADO,234. Jitter,CANDIDATO_BRUTO_NO_CANONIZADO,jitter,6
Retry Storm,Retry Storm,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2138,ENCABEZADO,235. Retry Storm,CANDIDATO_BRUTO_NO_CANONIZADO,retry storm,10
Retry Budget,Retry Budget,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2144,ENCABEZADO,236. Retry Budget,CANDIDATO_BRUTO_NO_CANONIZADO,retry budget,6
Retry Scope,Retry Scope,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2150,ENCABEZADO,237. Retry Scope,CANDIDATO_BRUTO_NO_CANONIZADO,retry scope,1
Side Effect Boundary,Side Effect Boundary,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2156,ENCABEZADO,238. Side Effect Boundary,CANDIDATO_BRUTO_NO_CANONIZADO,side effect boundary,2
Observability,Observability,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2162,ENCABEZADO,239. Observability,CANDIDATO_BRUTO_NO_CANONIZADO,observability,33
Concurrency Metrics,Concurrency Metrics,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2168,ENCABEZADO,240. Concurrency Metrics,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency metrics,1
Lock Metrics,Lock Metrics,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2184,ENCABEZADO,241. Lock Metrics,CANDIDATO_BRUTO_NO_CANONIZADO,lock metrics,2
Cardinality,Cardinality,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2198,ENCABEZADO,242. Cardinality,CANDIDATO_BRUTO_NO_CANONIZADO,cardinality,4
Trace,Trace,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2204,ENCABEZADO,243. Trace,CANDIDATO_BRUTO_NO_CANONIZADO,trace,9
Lock Owner Logging,Lock Owner Logging,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2210,ENCABEZADO,244. Lock Owner Logging,CANDIDATO_BRUTO_NO_CANONIZADO,lock owner logging,1
Contention Alert,Contention Alert,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2216,ENCABEZADO,245. Contention Alert,CANDIDATO_BRUTO_NO_CANONIZADO,contention alert,1
Deadlock Alert,Deadlock Alert,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2228,ENCABEZADO,246. Deadlock Alert,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock alert,1
Performance,Performance,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2234,ENCABEZADO,247. Performance,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Concurrency ≠ Throughput Automatically,Concurrency ≠ Throughput Automatically,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2240,ENCABEZADO,248. Concurrency ≠ Throughput Automatically,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency ≠ throughput automatically,1
Concurrency Curve,Concurrency Curve,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2246,ENCABEZADO,249. Concurrency Curve,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency curve,1
Saturation Point,Saturation Point,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2262,ENCABEZADO,250. Saturation Point,CANDIDATO_BRUTO_NO_CANONIZADO,saturation point,1
Benchmark,Benchmark,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2268,ENCABEZADO,251. Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark,4
Lock Hold Time,Lock Hold Time,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2281,ENCABEZADO,252. Lock Hold Time,CANDIDATO_BRUTO_NO_CANONIZADO,lock hold time,1
Conflict Rate,Conflict Rate,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2287,ENCABEZADO,253. Conflict Rate,CANDIDATO_BRUTO_NO_CANONIZADO,conflict rate,1
Testing,Testing,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2293,ENCABEZADO,254. Testing,CANDIDATO_BRUTO_NO_CANONIZADO,testing,73
Concurrency Test,Concurrency Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2299,ENCABEZADO,255. Concurrency Test,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency test,15
Lost Update Test,Lost Update Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2305,ENCABEZADO,256. Lost Update Test,CANDIDATO_BRUTO_NO_CANONIZADO,lost update test,2
Version Conflict Test,Version Conflict Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2311,ENCABEZADO,257. Version Conflict Test,CANDIDATO_BRUTO_NO_CANONIZADO,version conflict test,1
Lock Ownership Test,Lock Ownership Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2317,ENCABEZADO,258. Lock Ownership Test,CANDIDATO_BRUTO_NO_CANONIZADO,lock ownership test,1
Lock Timeout Test,Lock Timeout Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2323,ENCABEZADO,259. Lock Timeout Test,CANDIDATO_BRUTO_NO_CANONIZADO,lock timeout test,1
Deadlock Test,Deadlock Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2329,ENCABEZADO,260. Deadlock Test,CANDIDATO_BRUTO_NO_CANONIZADO,deadlock test,2
Idempotency Concurrency Test,Idempotency Concurrency Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2335,ENCABEZADO,261. Idempotency Concurrency Test,CANDIDATO_BRUTO_NO_CANONIZADO,idempotency concurrency test,1
Lease Expiration Test,Lease Expiration Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2341,ENCABEZADO,262. Lease Expiration Test,CANDIDATO_BRUTO_NO_CANONIZADO,lease expiration test,2
Fencing Test,Fencing Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2347,ENCABEZADO,263. Fencing Test,CANDIDATO_BRUTO_NO_CANONIZADO,fencing test,1
Cache Stampede Test,Cache Stampede Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2353,ENCABEZADO,264. Cache Stampede Test,CANDIDATO_BRUTO_NO_CANONIZADO,cache stampede test,1
Event Ordering Test,Event Ordering Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2359,ENCABEZADO,265. Event Ordering Test,CANDIDATO_BRUTO_NO_CANONIZADO,event ordering test,1
Duplicate Event Test,Duplicate Event Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2365,ENCABEZADO,266. Duplicate Event Test,CANDIDATO_BRUTO_NO_CANONIZADO,duplicate event test,1
Stress Test,Stress Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2371,ENCABEZADO,267. Stress Test,CANDIDATO_BRUTO_NO_CANONIZADO,stress test,4
Soak Test,Soak Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2377,ENCABEZADO,268. Soak Test,CANDIDATO_BRUTO_NO_CANONIZADO,soak test,6
Randomized Scheduling,Randomized Scheduling,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2390,ENCABEZADO,269. Randomized Scheduling,CANDIDATO_BRUTO_NO_CANONIZADO,randomized scheduling,1
Deterministic Scheduler,Deterministic Scheduler,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2396,ENCABEZADO,270. Deterministic Scheduler,CANDIDATO_BRUTO_NO_CANONIZADO,deterministic scheduler,1
Sleep-Based Concurrency Test,Sleep-Based Concurrency Test,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2402,ENCABEZADO,271. Sleep-Based Concurrency Test,CANDIDATO_BRUTO_NO_CANONIZADO,sleep-based concurrency test,1
Barrier Test Primitive,Barrier Test Primitive,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2414,ENCABEZADO,272. Barrier Test Primitive,CANDIDATO_BRUTO_NO_CANONIZADO,barrier test primitive,1
Failure Injection,Failure Injection,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,2420,ENCABEZADO,273. Failure Injection,CANDIDATO_BRUTO_NO_CANONIZADO,failure injection,2
